@relation 'resume_p2final-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9-weka.filters.unsupervised.attribute.NumericToNominal-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric
@attribute position {1,2,3,4,5}

@data
4001,17,4001,3
2001,61,4001,3
2001,19,2001,3
2001,15,4001,3
4001,31,4001,3
4001,43,4001,3
2001,4,2001,3
4001,11,4001,3
2001,4,2001,3
2001,31,2001,3
2001,2,2001,3
4001,60,4001,3
8001,8,4001,3
6001,26,6001,3
2001,182,3000,3
4001,28,4001,3
4001,16,4001,3
2001,22,2001,3
4001,12,4001,3
4001,12,2001,2
4001,66,4001,3
2001,14,2001,3
6001,109,6001,3
6001,15,6001,3
6001,41,6001,3
6001,17,6001,3
2001,15,4001,3
2001,101,4001,3
6001,47,4001,3
6001,55,6001,3
6001,131,6001,3
10001,55,10001,3
6001,74,8001,3
8001,57,6001,3
4001,48,4001,3
6001,43,6001,3
10001,76,8001,3
4001,27,4001,3
2001,1,2001,3
2001,3,2001,3
2001,25,2001,3
2001,45,2001,3
8001,20,6000,3
4001,13,6001,3
6001,69,4001,3
15000,150,15000,3
2001,12,4001,3
2001,4,2001,3
6001,14,8001,3
8001,21,8001,3
8001,29,10001,3
8001,21,10001,3
8001,24,10001,3
6001,4,4001,3
6001,13,8001,3
4001,9,4001,3
6001,12,6001,3
8001,29,10001,3
10001,30,10001,3
6001,85,6001,3
8001,25,8001,3
2001,22,8001,3
4001,15,6001,3
2001,8,6001,3
8001,49,8001,3
2001,2,4001,3
15000,49,10001,3
10001,85,10001,3
6001,27,6001,3
6001,15,8001,3
8001,21,10001,4
6001,64,6001,3
2001,11,6001,3
4001,5,6001,3
6001,16,8001,3
6001,14,10001,3
4001,11,4001,3
10001,24,10001,3
8001,28,10001,3
2001,15,6001,3
6001,17,10001,3
2001,9,4001,3
2001,19,4001,3
15000,36,15000,3
6001,9,6001,3
4001,28,4001,3
2001,6,4001,3
8001,32,8001,3
8001,26,10001,3
4001,7,4001,3
8001,32,10001,3
8001,26,10001,3
10001,37,10001,3
8001,13,6001,3
6001,21,10001,3
8001,30,15000,3
8001,5,8001,3
8001,27,10001,3
6001,25,8001,3
8001,27,10001,3
10001,33,15000,3
6001,17,8001,3
8001,40,10001,3
15000,48,15000,3
10001,49,15000,3
8001,25,10001,4
10001,66,8001,3
8001,20,10001,3
10001,30,10001,3
10001,28,15000,3
8001,27,10001,3
4001,3,8001,3
8001,38,15000,3
8001,24,10001,3
4001,22,10001,3
10001,13,10001,3
10001,57,10001,3
6001,7,8001,3
8001,48,4001,3
10001,9,10001,3
8001,28,10001,3
10001,56,10001,3
4001,38,6001,3
6001,9,6001,3
6001,24,8001,3
10001,28,10001,3
10001,25,10001,3
10001,27,10001,3
10001,27,10001,3
4001,28,10001,3
8001,15,10001,3
10001,25,10001,3
8001,29,10001,3
8001,26,10001,3
8001,27,10001,3
8001,20,8001,3
4001,44,4001,3
8001,27,10001,3
6001,16,8001,3
8001,21,10001,3
6001,16,8001,3
8001,27,10001,3
6001,17,8001,3
10001,28,10001,3
6001,27,10001,3
8001,31,10001,3
4001,123,4001,3
6001,91,6001,4
4001,26,4001,3
4001,28,6001,3
8001,48,4001,3
4001,70,4001,2
10001,125,8001,3
2001,59,4001,3
2001,36,4001,3
6001,64,10001,3
2001,5,4001,3
4001,41,4001,3
2001,2,2001,3
4001,30,2001,3
15000,178,15000,4
8001,48,6001,4
4001,73,6000,3
4001,148,4001,3
6001,204,8001,3
4001,10,6001,3
8001,5,8001,3
2001,6,2001,3
2001,6,2001,3
8001,15,10001,3
6001,27,8001,3
6001,22,8001,3
4001,12,6001,3
4001,21,6001,3
4001,13,6001,3
15000,128,15000,3
15000,53,8001,3
4001,33,4001,3
2001,2,2001,3
4001,132,4001,3
6001,119,8001,3
15000,130,15000,3
8001,27,8001,3
15000,77,15000,3
6001,79,8001,3
15000,65,15000,3
6001,19,6001,3
2001,10,6001,3
6001,19,6001,3
4001,91,4001,3
10001,15,10001,4
10001,110,15000,3
4001,6,6001,3
10001,34,15000,3
6001,19,8001,3
4001,84,4001,3
8001,65,15000,3
10001,89,10001,3
6001,21,10001,3
4001,26,6001,3
6001,24,8001,3
6001,18,8001,3
4001,25,8001,3
15000,118,15000,4
10001,47,15000,3
8001,19,10001,3
10001,28,10001,3
6001,97,6001,3
8001,86,8001,3
8001,26,8001,3
4001,13,6001,3
4001,19,8001,3
6001,27,8001,3
10001,63,10001,3
6001,22,8001,3
2001,11,2001,3
6001,217,6001,3
6001,80,10001,3
8001,118,10001,4
4001,70,6001,3
4001,20,8001,3
6001,20,10000,3
6001,69,6001,3
4001,12,6001,3
2001,10,2001,3
6001,29,6001,3
8001,60,10001,3
6001,13,10001,4
10001,29,15000,3
4001,74,4001,3
4001,17,4001,3
2001,21,2001,3
2001,14,4001,3
6001,162,8001,3
6001,12,6001,2
2001,12,2001,3
4001,34,6001,3
4001,26,4001,3
4001,29,4001,3
4001,16,2001,3
2001,71,2001,3
4001,54,4001,3
2001,12,4001,3
4001,5,4001,3
4001,44,4001,2
4001,9,4001,3
4001,31,4001,3
6001,42,8001,3
8001,27,8001,3
6001,14,8001,3
4001,72,4001,3
6001,21,4001,3
4001,41,2001,3
10001,42,4001,3
4001,51,4001,3
8001,11,8001,3
2001,81,6001,3
6001,22,8001,3
4001,23,4001,3
4001,16,4001,3
10001,105,10001,3
4001,54,4001,3
8001,48,8001,4
8001,65,8001,3
4001,23,4001,3
2001,2,2001,3
4001,17,4001,3
8001,42,8001,3
4001,34,8001,3
4001,57,10001,3
6001,69,6001,3
6001,54,4001,3
2001,28,2001,3
2001,6,4001,2
4001,5,4001,3
8001,54,8001,3
6001,11,6001,3
2001,14,2001,3
4001,58,4001,3
15000,58,15000,3
2001,10,4001,3
4001,120,4001,3
6001,33,4001,3
4001,18,4001,3
4001,141,4001,3
2001,9,2001,3
2001,156,2001,3
4001,3,2001,3
6001,28,6001,3
4001,53,4001,2
4001,67,6001,3
4001,143,4001,3
2001,55,2001,2
7000,74,8000,4
4001,80,4001,3
8000,89,8000,3
2001,18,2001,3
8001,30,10001,3
8001,18,10001,3
6001,24,8001,3
4001,41,8001,3
10001,42,10001,3
10001,102,15000,3
8001,36,10001,4
10001,62,15000,3
10001,39,15000,3
15000,98,15000,3
15000,109,15000,4
15000,161,15000,3
6001,39,6001,3
15000,147,15000,3
4001,101,4001,3
10001,22,10001,3
2001,6,4001,3
2001,46,4001,3
2001,102,4001,3
4001,8,4001,3
6001,12,6001,3
4001,129,6001,3
4001,13,4001,3
4001,39,4001,3
2001,1,4001,3
8001,106,8001,3
6001,6,8001,3
6001,15,8001,3
6001,2,6001,3
4001,101,4001,3
10001,48,15000,3
2001,29,2001,3
4001,80,4001,3
4001,43,4001,3
4001,36,4001,3
10001,133,10001,3
6001,186,8001,3
4001,219,4001,3
4001,109,4001,3
6001,117,4001,3
8001,52,8001,3
4001,72,4001,3
8001,133,10001,3
15000,116,15000,3
10001,31,15000,3
10001,24,10001,3
6001,247,6001,3
4001,84,8001,3
2001,12,4001,3
4001,27,4001,3
6001,100,6001,3
8001,30,8001,3
6001,43,6001,3
15000,40,15000,3
6001,20,10001,3
10001,24,10001,3
6001,17,6001,3
2001,105,4001,3
2001,1,2001,3
4001,28,8001,3
2001,11,4001,3
2001,4,4001,3
4001,71,2001,3
6001,68,4001,3
4001,56,8001,3
4001,265,6001,3
4001,95,6001,3
6001,30,8001,3
4001,63,6001,3
10001,28,15000,3
6001,24,10001,3
2001,30,2001,3
6001,20,6001,3
10001,64,10001,3
10001,94,8001,3
6001,176,6001,3
4001,62,4001,3
4001,60,6001,3
4001,229,4001,3
4000,53,6000,3
8001,28,8001,3
2001,6,2001,3
6001,62,8001,3
6001,40,6001,3
4001,13,4001,3
4001,39,4001,3
10001,29,10001,3
4001,26,6001,3
6001,16,6001,3
15000,56,15000,3
8001,21,8001,3
8001,13,8000,3
8001,22,10000,3
10001,165,10001,3
8001,72,6001,3
10001,90,10001,3
15000,203,15000,4
6001,25,6000,3
4001,84,4001,3
4001,38,8000,3
8001,136,8001,4
6001,11,6001,3
10001,27,10000,3
10001,42,15000,4
15000,98,15000,3
4001,14,6001,3
10001,29,10001,3
10001,85,10001,3
6001,25,8000,3
4001,99,8001,3
4001,71,6001,3
15000,134,15000,4
2001,100,2001,3
4001,22,4001,3
2001,34,4001,3
15000,139,10001,3
2001,28,4001,3
15000,179,15000,4
6001,15,6001,3
2001,65,6001,3
4001,116,4001,3
4001,20,4001,3
6001,42,4001,3
15000,108,15000,3
4001,6,4001,3
10001,74,10001,5
6001,54,6001,3
6001,48,6001,3
2001,14,4001,3
4001,34,2001,3
10001,43,10001,3
4001,38,4001,3
4001,26,4001,3
2001,46,2001,3
4001,27,2001,3
6001,71,8001,3
4001,28,6001,3
4001,54,4001,3
4001,119,2001,3
10001,141,15000,3
2001,23,2001,3
4001,51,2001,3
2001,15,2001,3
2001,41,2001,3
2001,6,2001,3
4001,167,8001,3
8001,28,6001,3
6001,17,8001,3
4001,6,4001,3
2001,37,2001,3
6001,75,8000,4
10001,57,10001,3
8001,53,15000,4
4001,21,8001,3
4001,72,8001,3
4001,13,6001,3
6001,150,6001,3
4001,5,4001,3
4001,21,4001,3
8001,27,8001,3
8001,93,8001,3
7000,74,8000,3
10001,22,10000,3
15000,38,8001,3
6001,236,6001,4
10001,67,6001,3
6001,28,8001,3
6001,17,8001,3
4001,17,6001,3
10001,132,4001,3
2001,6,4001,3
8001,27,10001,3
6001,5,6001,3
4001,5,6001,3
6001,219,8001,4
6001,39,6001,3
6001,116,8001,4
10001,109,10001,4
4001,25,10001,3
8001,439,10001,4
6001,67,8001,3
10001,28,10001,3
4001,16,8001,3
2001,143,4001,3
4001,13,4001,3
8001,18,6001,3
4001,6,3000,3
10001,15,10001,3
10001,66,15000,3
10001,57,15000,4
8001,17,10001,3
6001,94,6001,3
8001,77,6001,4
6001,91,6001,3
8001,50,6001,3
2001,3,2001,3
4001,59,6001,3
4001,61,4001,3
2001,42,2001,3
2001,3,2001,3
4001,40,2001,3
6001,33,6001,3
2001,6,2001,2
8001,75,8001,3
8001,5,8001,3
4001,69,4001,3
6001,30,8001,3
4001,36,2001,3
2001,16,2001,3
2001,2,2001,3
2001,72,4001,3
2001,1,2001,3
2001,12,2001,3
6001,8,6001,3
2001,1,2001,3
2001,82,4001,3
4001,19,6001,3
8001,31,8001,3
4001,50,4001,3
4001,30,4001,3
4001,36,4001,3
4001,30,4001,3
8001,147,10001,4
4001,14,2001,3
2001,40,2001,3
2001,4,2001,3
2001,8,4001,3
4001,35,4001,3
6001,54,4001,3
2001,38,2001,3
4001,87,4001,3
2001,5,4001,3
8001,82,6001,3
2001,10,2001,3
2001,21,4001,3
6001,61,2001,3
4001,53,4001,3
4001,15,4001,3
4001,6,2001,3
6001,21,6001,3
2001,50,4001,3
2001,63,2001,3
2001,17,2001,3
6001,69,6001,4
2001,133,4001,3
2001,16,2001,3
6001,81,6001,3
4001,61,4001,3
15000,32,10001,3
6001,29,6001,3
4001,29,4001,3
2001,23,2001,3
4001,20,2001,3
4001,31,6001,3
4001,42,6001,3
2001,74,2001,2
6001,30,8001,3
6001,43,4001,3
6001,34,8001,3
4001,6,6001,3
4001,11,4001,3
2001,99,2001,3
2001,77,6001,3
4001,6,4001,3
4001,58,4001,3
4001,27,4001,3
10001,46,10001,3
8001,62,8001,3
15000,95,15000,3
6001,11,6001,3
6001,61,6001,3
4001,41,4001,3
8001,78,10001,3
10001,163,10001,3
8001,84,8001,3
8001,66,6001,3
6001,34,6001,3
4001,77,4001,3
8001,168,10001,3
4001,46,4001,3
6001,16,6001,3
8001,118,10001,3
2001,56,2001,2
2001,32,4001,3
4001,29,2001,3
4001,67,4001,3
4001,43,2001,3
4001,16,4001,3
2001,68,4001,3
10001,27,10001,3
4001,107,7000,4
4001,47,4001,3
8001,40,8001,3
6001,32,10001,3
10001,115,15000,4
8001,35,10001,3
10001,26,10001,3
6001,76,6001,3
4001,26,4001,3
4001,16,4001,3
10001,43,10001,3
10001,62,15000,3
6001,32,10001,3
8001,30,10001,3
6001,25,8001,3
2001,18,8001,3
4001,72,4001,3
4001,37,4001,3
4001,61,6001,3
6001,61,4001,4
4001,45,4001,3
6001,30,6001,3
2001,35,2001,3
2001,20,4001,3
4001,39,4001,3
4001,25,4001,3
4001,54,6001,3
4001,40,6001,3
4001,109,6001,3
6001,88,8001,3
4001,17,4001,3
6001,126,8001,3
2001,29,2001,2
10001,34,10001,3
6001,121,6001,3
4001,36,2001,3
8001,84,8001,3
4001,12,6001,3
6001,63,6001,3
8001,16,6001,3
8001,28,10001,3
10001,257,6001,3
2001,7,6000,3
4001,59,4001,3
4001,173,4001,3
4001,104,6001,3
6001,57,6001,3
4001,39,4001,3
2001,35,6001,3
4001,50,6001,3
4001,55,4001,3
4001,63,6001,3
2001,20,4001,3
4001,21,4001,3
2001,46,2001,3
6001,169,8001,3
2001,4,6001,3
8001,9,8001,3
2001,4,6001,3
4001,11,8001,3
6001,55,6001,3
2001,20,4001,3
4001,46,2001,3
4001,32,4001,3
4001,17,2001,3
2001,45,4001,3
6001,44,6001,3
4001,11,4001,2
4001,16,4001,2
4001,33,4001,3
4001,12,4001,3
4001,45,4001,1
2001,27,4001,3
2001,37,4001,3
4001,28,4001,2
4001,26,6001,3
4001,28,4001,2
4001,15,4001,3
6001,124,6001,3
6001,241,6001,3
4001,74,6001,3
6001,50,6001,3
6001,114,6001,3
8001,24,6001,3
4001,120,6001,3
2001,173,4001,3
4001,15,4001,3
4001,76,4001,3
4001,110,4001,3
4001,5,6001,3
8001,72,8001,3
4001,152,4001,3
4001,63,4001,3
4001,269,4001,3
6001,52,6001,3
2001,1,2001,3
2001,143,2001,3
2001,34,4001,3
2001,3,4001,3
4001,45,6001,3
10001,54,6001,3
10001,91,10001,2
2001,10,8001,3
4001,4,4001,3
15000,47,15000,3
6001,20,6001,3
2001,3,8001,3
6001,23,10001,3
6001,32,10001,3
6001,26,10001,3
4001,19,8001,3
8001,24,8001,3
8001,27,10001,3
8001,27,8001,3
8001,27,10001,3
6001,28,8001,3
6001,32,6001,3
2001,5,2001,3
2001,27,2001,3
15000,203,15000,4
4001,55,4001,3
2001,22,4001,3
2001,37,4001,3
4001,37,4001,3
2001,44,2001,3
2001,1,2001,3
2001,29,2001,3
10001,189,10001,3
6001,26,4001,3
4001,134,6001,3
2001,6,4001,3
4001,45,4001,3
4001,14,4001,3
2001,11,4001,3
6001,24,6001,3
4001,94,4001,3
4001,41,4001,3
2001,35,4001,3
4001,53,4001,3
4001,44,4001,3
6001,149,4001,3
10001,27,10001,3
10001,16,10001,3
2001,13,8001,3
6001,19,10001,3
10001,28,10001,3
4001,11,4001,3
6001,10,6001,3
6001,12,6001,3
4001,6,6001,3
4001,12,4001,3
4001,29,8001,3
10001,100,8001,3
4001,37,2001,3
8001,54,10001,3
6001,28,10001,3
4001,36,4001,3
4001,115,6001,3
2001,26,2001,3
4001,69,6001,3
2001,56,4001,3
4001,21,6001,3
4001,91,2001,3
6001,73,6001,3
4001,26,4001,3
2001,42,4001,3
6001,58,6001,3
4001,17,6001,3
2001,3,2001,3
6001,121,8001,3
2001,13,2001,3
6001,12,6001,3
10001,73,15000,3
4001,21,6001,3
4001,21,4001,3
6001,15,4001,3
4001,39,4001,3
4001,5,4001,3
10001,29,10001,3
4001,27,6001,3
6000,53,7000,3
6000,53,7000,3
15000,118,15000,3
4001,46,6000,3
10001,48,10001,3
4001,61,4001,3
6001,64,8001,3
4001,52,4001,3
6001,98,6001,3
4001,47,6001,3
4001,16,4001,3
8001,62,6001,3
6001,42,6001,3
6001,38,6001,4
4001,44,8001,3
6001,26,6001,3
4001,30,6001,3
2001,10,6001,3
8001,29,8001,3
6001,77,10001,3
6001,194,4001,3
10001,131,10001,3
4001,19,4001,3
6001,8,6001,3
10001,132,10001,3
10001,39,10001,3
4001,5,4001,3
2001,28,6001,3
10001,27,10001,3
4001,3,4001,3
10001,19,10001,4
2001,35,10001,3
10001,27,10001,3
6001,14,8001,3
10001,33,10001,3
8001,16,10001,3
6001,14,8001,3
10001,38,15000,3
8001,28,10001,3
6001,23,10001,3
6001,15,10001,3
10001,29,10001,3
6001,27,10001,3
6001,13,10001,3
10001,70,10001,3
4001,57,6001,3
8001,16,8001,3
8001,22,10001,3
4001,15,6001,3
6001,26,10001,3
6001,22,8001,3
4001,17,6001,3
6001,10,10001,3
8001,37,8001,3
6001,11,8001,3
6001,16,6001,3
6001,15,6001,3
4001,17,8001,3
4001,15,8000,3
15000,118,15000,3
6001,27,6001,3
6001,26,10001,3
4001,37,4001,3
8001,17,10001,3
4001,6,4001,3
4001,12,6001,3
6001,24,10001,3
4001,5,6001,3
8001,14,8001,3
4001,6,6001,3
8001,27,8001,3
8001,25,10001,3
6001,18,8001,3
8001,25,8001,3
4001,14,6001,3
4001,6,6001,3
6001,25,10001,3
6001,20,8001,3
6001,20,8001,3
6001,24,8001,4
2001,4,4001,3
2001,6,6001,3
6001,16,8001,3
2001,6,6001,3
2001,16,6001,3
4001,25,8001,3
8001,27,6001,3
2001,41,2001,3
4001,79,4001,3
4001,38,6001,3
15000,48,15000,3
10001,74,10001,3
4001,59,8001,3
2001,29,6001,3
8001,64,8001,3
6001,40,8001,3
6001,31,8001,3
4001,12,6001,3
6001,27,10001,3
4001,21,10001,3
8001,23,10001,3
10001,16,10001,3
10001,18,15000,3
6001,35,6001,4
4001,3,8001,3
8001,30,8001,3
4001,15,4001,3
10001,66,8001,3
8001,26,10000,3
4001,79,15000,3
10001,140,15000,3
4001,82,4001,3
4001,27,4001,3
4001,26,6001,3
6001,157,4001,3
8001,81,10001,3
2001,91,2001,3
8001,98,10001,3
10001,104,15000,3
6001,30,10001,3
2001,9,4001,3
6001,46,4001,3
4001,40,4001,3
6001,168,8001,3
10001,160,15000,3
2001,94,2001,3
4001,55,4001,4
6001,125,8001,3
15000,50,10001,3
4001,6,6001,3
8001,29,10001,3
8001,39,8001,3
6001,45,4001,3
8001,147,10001,4
6001,72,6001,3
2001,164,8001,3
2001,26,2001,3
15000,105,15000,3
6001,108,10001,3
4001,159,4001,3
8001,86,6001,3
6001,48,4001,3
2001,11,2001,3
10001,128,10001,3
8001,159,15000,3
8001,138,8001,3
8001,213,4001,3
4001,104,4001,3
8001,66,4001,3
15000,145,10001,4
10001,190,10001,3
10001,233,8001,3
2001,33,2001,3
2001,25,2001,3
4001,42,8001,3
2001,38,4001,3
4001,5,4001,3
10001,30,15000,4
2001,45,4001,3
4001,25,4001,3
4001,22,6001,3
6001,63,10001,3
8001,81,6001,3
8001,29,8001,3
10001,66,8001,3
4001,8,4001,3
4001,12,4001,3
4001,17,8000,3
2001,1,2001,3
4001,35,4001,3
2001,21,2001,3
6001,81,6001,4
2001,6,4001,3
2001,34,2001,3
2001,3,2001,3
2001,21,2001,3
6001,0,4500,3
6001,102,6001,3
4001,93,8001,3
6001,168,6001,4
4001,91,4001,3
10001,136,10001,3
6001,36,6001,3
10001,379,10001,4
15000,113,15000,3
8001,41,10001,3
4001,92,8001,3
4001,109,6001,3
4001,52,4001,3
6001,191,8001,3
6001,96,6001,3
4001,120,2001,3
4001,264,6001,4
6001,527,6001,3
4001,29,4001,3
6001,28,6001,3
4001,93,6001,3
4001,10,4001,3
2001,20,4001,3
2001,5,6001,3
8001,41,8001,4
4001,40,4001,3
2001,6,2001,3
10001,74,8001,3
6001,58,6001,3
4001,17,6001,3
2001,54,2001,3
6001,106,4001,3
10001,133,8001,3
2001,17,2001,3
2001,25,2001,3
2001,52,2001,3
4001,106,4001,3
2001,41,4001,3
4001,87,4001,3
4001,264,2001,2
8001,215,8001,3
2001,145,2001,3
2001,18,2001,3
4001,36,4001,3
6001,57,4001,3
4001,184,6001,3
6001,233,6001,3
6001,184,4001,3
4001,27,4001,3
6001,28,10001,3
4001,123,4001,3
4001,161,4001,3
4001,33,6001,3
4001,98,6001,3
2001,66,2001,3
4001,7,4001,3
8001,101,8001,3
2001,60,2001,3
4001,86,4001,3
4001,16,8000,3
2001,17,4001,3
15000,103,15000,3
6001,146,6001,3
6001,24,8001,3
8001,25,8001,3
4001,64,6001,3
6001,33,4001,3
2001,43,4001,3
4001,39,4001,3
4001,10,4001,3
6001,45,6001,3
10001,126,15000,4
8001,75,10001,3
6001,86,8001,4
4001,44,4001,3
4001,43,6001,3
4001,50,6001,3
10001,25,8001,3
6001,33,6001,3
4001,7,4001,3
4001,14,6001,3
4001,55,4001,2
6001,72,4001,3
8001,77,8001,3
6001,94,6001,3
6001,73,6001,3
4001,93,6001,3
4001,83,4001,3
2001,18,6001,3
8001,59,8001,3
4001,19,6001,3
2001,27,4001,3
4001,13,4001,3
8001,6,2001,3
4001,7,4001,3
6001,22,6001,3
4001,9,4001,3
4001,12,6001,3
4001,4,4001,3
6001,35,6001,3
6001,33,6001,3
4001,34,6001,3
6001,29,2001,3
2001,0,2001,3
4001,27,4001,3
4001,14,6001,3
2001,62,4001,3
6001,15,6001,4
6001,82,6001,3
2001,10,2001,3
4001,93,4001,3
4001,68,2001,3
10001,47,10001,3
6001,14,8001,3
2001,12,2001,3
4001,39,4500,3
2001,1,4001,3
15000,129,15000,3
4001,46,4001,3
8001,42,6001,3
6001,46,6001,3
2001,6,4001,3
6001,57,6001,3
6001,93,8001,3
4001,23,4001,3
8001,61,8001,3
4001,121,4001,3
10001,241,10001,3
8001,82,8001,3
2001,13,6001,3
2001,8,4001,3
10001,191,10001,3
4001,123,4001,3
8001,152,8001,3
2001,8,4001,3
8001,21,10000,3
6001,102,6001,3
4001,11,6001,3
6001,61,6001,3
6001,183,6001,3
10001,139,10001,4
2001,33,2001,3
6001,167,8001,3
4001,38,6000,3
4001,11,4001,3
6001,10,4001,3
2001,14,4001,3
8001,78,6001,3
4001,17,4001,3
8001,56,6001,3
4001,15,6001,3
8001,42,15000,3
4001,60,4001,3
8001,25,10000,3
4001,33,8001,3
10001,18,15000,3
2001,3,4001,3
10001,275,15000,4
6001,22,8001,3
2001,56,2001,3
2001,2,2001,3
10001,24,8001,3
4001,98,4001,3
8001,24,8000,3
8001,23,10000,3
6001,32,10001,3
2001,14,2001,3
6001,72,4001,3
6001,26,6001,3
10001,26,10001,3
2001,50,2001,3
6001,78,4001,3
8001,81,10001,3
4001,79,4001,3
8001,90,10001,4
6001,84,4001,3
4001,12,4001,3
4001,72,4001,3
4001,88,6001,3
2001,52,4001,3
4001,52,4001,3
4001,22,4001,3
4001,12,10001,3
4001,82,8001,3
4001,77,4001,3
4001,24,4001,3
8001,85,10001,3
4001,39,6001,3
8001,26,10000,3
4001,50,4001,4
4001,73,4001,3
4001,65,4001,3
10001,24,10001,3
4001,29,4001,3
4001,91,4001,3
6001,55,6001,3
15000,122,10001,3
4001,93,4001,3
4001,64,4001,3
4001,102,4001,3
4001,57,4001,3
2001,67,2001,3
4001,115,4001,3
8001,92,10001,3
4001,206,4001,3
2001,45,2001,3
4001,38,4001,3
2001,19,2001,3
2001,24,2001,3
2001,64,4001,3
2001,57,2001,3
4001,49,4001,3
6001,54,6001,3
4001,3,4001,3
4001,72,4001,3
2001,4,4001,3
8001,26,10001,3
4001,12,4001,3
6001,43,6001,3
4001,33,4001,3
4001,4,3000,3
2001,29,4001,3
4001,58,4001,3
6001,27,4001,3
4001,33,4001,3
2001,31,4001,3
2001,34,2001,3
8001,24,10001,3
10001,99,10001,3
15000,127,15000,3
15000,122,15000,3
8001,146,6001,3
4001,2,2001,3
2001,4,4001,3
8001,18,10000,3
2001,35,4001,3
2001,3,6001,3
10001,350,10001,3
6001,12,6001,3
6001,74,4001,3
4001,15,6000,3
4001,25,8000,3
2001,28,4001,3
2001,69,2001,3
6001,69,4001,3
4001,61,4001,3
4001,24,4001,3
2001,3,2001,3
4001,7,4001,3
15000,101,15000,3
8001,23,10000,3
4001,23,4001,3
4001,48,4001,3
6001,33,8001,3
10001,41,10001,3
8001,45,10001,3
4001,37,6001,3
6001,32,6001,3
8001,49,15000,3
8001,41,10001,3
8001,28,10001,3
2001,13,2001,3
10001,38,10001,3
8001,70,8001,3
2001,19,4001,3
4001,9,8001,3
6001,28,6001,3
4001,13,6001,3
10001,44,10001,3
6001,43,6001,3
2001,31,6000,3
6001,25,8000,3
2001,43,4001,3
4001,49,4001,3
2001,9,4500,3
2001,100,4001,3
4001,111,4001,3
10001,63,15000,3
8001,42,15000,3
10001,89,15000,3
6001,23,6001,3
4001,15,2001,3
4001,39,6001,3
4001,38,4001,3
8001,55,8001,3
2001,28,6001,3
4001,35,4001,3
2001,47,2001,3
4001,16,4001,3
4001,28,6001,3
6001,32,8001,3
6001,40,8001,4
8001,49,10001,3
10001,37,10001,3
10001,41,8001,3
10001,32,15000,3
10001,31,15000,3
8001,80,8001,3
10001,145,10001,3
4001,54,2001,3
10001,73,8001,3
8001,271,8001,4
15000,84,15000,4
8001,79,10001,3
4001,40,4001,3
4001,12,4001,3
4001,66,4001,3
4001,39,4001,3
10001,65,8001,3
4001,53,6001,3
2001,15,2001,3
6001,63,4001,3
2001,108,2001,3
2001,22,2001,3
8001,133,10001,3
8001,60,8001,3
4001,87,6001,3
8001,210,8001,3
15000,139,15000,3
6001,41,10001,3
10001,131,15000,3
15000,128,15000,3
2001,82,4001,3
10001,89,8001,3
8001,63,15000,3
15000,52,15000,3
15000,51,15000,3
6001,74,10001,3
10001,99,15000,3
8001,39,10001,4
6001,49,15000,3
15000,51,15000,3
15000,84,15000,3
8001,29,10000,3
6001,35,4001,3
4001,52,4001,3
2001,31,2001,3
4001,50,4001,3
6001,53,4001,3
4001,25,4001,3
4001,11,4001,3
6001,67,6001,3
2001,39,2001,3
4001,58,2001,3
2001,21,2001,3
2001,40,2001,3
4001,23,2001,3
8001,56,4001,3
15000,115,8001,3
4001,24,2001,3
2001,7,2001,3
4001,6,2001,3
2001,22,2001,3
2001,10,2001,3
2001,21,2001,3
10001,59,8001,3
6001,48,8001,3
10001,126,10001,3
4001,33,4001,3
4001,85,4001,3
4001,54,2001,3
4001,52,4001,3
6001,38,6001,3
6001,12,4500,3
2001,43,2001,3
6001,39,6001,3
4001,15,4001,3
8001,74,8001,3
6001,41,6001,3
4001,29,6001,3
2001,7,4001,3
4001,16,6001,3
4001,19,4001,3
10001,120,10001,3
8001,67,10001,3
8001,144,8001,3
8001,50,8001,3
8001,65,10001,3
6001,62,4001,3
15000,139,10001,3
2001,18,2001,3
4001,121,4001,3
6001,97,6001,3
15000,175,15000,3
8001,268,8001,4
6001,109,10001,4
6001,56,8001,3
15000,104,10001,3
6001,76,4001,3
4001,14,8000,3
4001,38,4001,3
6001,11,7000,3
6001,24,12000,3
6001,10,6001,3
2001,33,4001,3
4001,6,4001,3
8001,105,10001,3
2001,4,2001,3
4001,10,6001,3
8001,27,8001,3
4001,63,4001,3
6001,87,10001,3
8001,95,8001,3
10001,35,10001,3
6001,27,8001,4
4001,16,6001,3
4001,5,6001,3
4001,8,6001,3
8001,50,10001,3
8001,28,10001,3
4001,6,6001,3
10001,43,10001,3
4001,7,6001,3
10001,57,10001,3
2001,3,4001,3
4001,16,6001,3
8001,27,6001,3
4001,4,4001,3
4001,22,6001,3
15000,25,15000,3
10001,42,10001,3
8001,61,8001,3
4001,61,4001,3
8001,134,15000,3
15000,63,15000,3
6001,105,8001,3
8001,26,10001,3
2001,13,7000,3
10001,60,15000,3
4001,32,10001,3
2001,18,4001,3
10001,118,8001,3
10001,70,15000,3
4001,78,4001,3
10001,31,15000,3
4001,18,2001,4
4001,80,4001,3
2001,7,2001,3
10001,22,10001,3
6001,9,6001,3
6001,8,8001,3
8001,48,8001,3
4500,29,4500,3
8000,41,10000,3
